step,loss
0,0.6907901167869568
1,0.6737194061279297
2,0.7302137017250061
3,0.6687910556793213
4,0.698308527469635
5,0.6748228669166565
6,0.7080375552177429
7,0.7051559686660767
8,0.7164463400840759
9,0.7016189694404602
10,0.6902735233306885
11,0.6977829933166504
12,0.6910998821258545
13,0.6922926306724548
14,0.6952512860298157
15,0.693069338798523
16,0.6925957202911377
17,0.6961660981178284
18,0.6977698802947998
19,0.692455530166626
20,0.6869305372238159
21,0.6893143653869629
22,0.6961183547973633
23,0.6882306337356567
24,0.6938756704330444
25,0.7099915146827698
26,0.7000569105148315
27,0.6855649352073669
28,0.7017008662223816
29,0.6938415765762329
30,0.6864387392997742
31,0.6910824179649353
32,0.7004611492156982
33,0.693328320980072
34,0.6934157013893127
35,0.6932660341262817
36,0.6869945526123047
37,0.6893510222434998
38,0.6890146136283875
39,0.7036224007606506
40,0.692859947681427
41,0.6992043852806091
42,0.6795958876609802
43,0.698919415473938
44,0.696016252040863
45,0.6855219602584839
46,0.6944013833999634
47,0.68357253074646
48,0.6893084645271301
49,0.684350848197937
50,0.683696985244751
51,0.6885039806365967
52,0.6881228089332581
53,0.6881160140037537
54,0.6848678588867188
55,0.6846279501914978
56,0.6781231164932251
57,0.6878782510757446
58,0.70103919506073
59,0.6915180087089539
60,0.6893528699874878
61,0.6713154911994934
62,0.6849154233932495
63,0.6562875509262085
64,0.6680014133453369
65,0.6660038828849792
66,0.6791675686836243
67,0.6645601987838745
68,0.6635165214538574
69,0.6589165925979614
70,0.6482146382331848
71,0.6128667593002319
72,0.6722729206085205
73,0.6547943949699402
74,0.6330068111419678
75,0.6083562970161438
76,0.6319200396537781
77,0.601004958152771
78,0.6453312635421753
79,0.5729970335960388
80,0.6255515813827515
81,0.5531483888626099
82,0.5848333835601807
83,0.6620860695838928
84,0.7204059362411499
85,0.6264472603797913
86,0.5303475856781006
87,0.6477038860321045
88,0.54522305727005
89,0.607013463973999
90,0.6219413876533508
91,0.5477837324142456
92,0.5812221765518188
93,0.6095215678215027
94,0.6243765354156494
95,0.5340958833694458
96,0.7112869024276733
97,0.6483246088027954
98,0.66704922914505
99,0.49527037143707275
100,0.5492819547653198
101,0.5068398714065552
102,0.5227012038230896
103,0.6677515506744385
104,0.6195206046104431
105,0.5060584545135498
106,0.6009632349014282
107,0.5353002548217773
108,0.40725696086883545
109,0.6949055790901184
110,0.4851292371749878
111,0.6515800356864929
112,0.5631347298622131
113,0.6894780397415161
114,0.5501226186752319
115,0.7138046622276306
116,0.5393384099006653
117,0.45337972044944763
118,0.5983986854553223
119,0.4813632071018219
120,0.47829461097717285
121,0.590564489364624
122,0.5310549736022949
123,0.6144462823867798
124,0.5275312066078186
125,0.7797488570213318
126,0.5067607164382935
127,0.48552119731903076
128,0.4775492250919342
129,0.6158495545387268
130,0.4858997166156769
131,0.615967333316803
132,0.49511146545410156
133,0.5235094428062439
134,0.3811222314834595
135,0.5219763517379761
136,0.5071019530296326
137,0.5463252663612366
138,0.42750251293182373
139,0.5327136516571045
140,0.4062381982803345
141,0.5503292083740234
142,0.6515817642211914
143,0.5439853668212891
144,0.5642269849777222
145,0.510492205619812
146,0.40234100818634033
147,0.6480265855789185
148,0.5110390782356262
149,0.4599396586418152
150,0.40443024039268494
151,0.4410325884819031
152,0.43380415439605713
153,0.5282379388809204
154,0.47190308570861816
155,0.4389829635620117
156,0.33520546555519104
157,0.48870956897735596
158,0.5623538494110107
159,0.5021392107009888
160,0.4524539113044739
161,0.252230703830719
162,0.4303950369358063
163,0.5986064672470093
164,0.5419509410858154
165,0.38985443115234375
166,0.38897860050201416
167,0.5334582328796387
168,0.44305795431137085
169,0.5948562622070312
170,0.4565452039241791
171,0.47049182653427124
172,0.5089626908302307
173,0.487335205078125
174,0.4802836775779724
175,0.40653276443481445
176,0.3123607635498047
177,0.3645792305469513
178,0.28937721252441406
179,0.5029594898223877
180,0.36402350664138794
181,0.4372195303440094
182,0.3773456811904907
183,0.3344358801841736
184,0.3489258587360382
185,0.4509196877479553
186,0.5150977373123169
187,0.4847014546394348
188,0.3418111801147461
189,0.5304955244064331
190,0.4280068278312683
191,0.4327079951763153
192,0.2835298180580139
193,0.45332223176956177
194,0.40973639488220215
195,0.4722476303577423
196,0.3011828064918518
197,0.5882848501205444
198,0.4324208199977875
199,0.41710153222084045
200,0.2680451571941376
201,0.33610326051712036
202,0.40112701058387756
203,0.6081514358520508
204,0.3981703817844391
205,0.4995349049568176
206,0.30345603823661804
207,0.45650699734687805
208,0.42552876472473145
209,0.4540517330169678
210,0.37507638335227966
211,0.4237377643585205
212,0.371078759431839
213,0.3153281807899475
214,0.36106953024864197
215,0.42363837361335754
216,0.4209688901901245
217,0.45748651027679443
218,0.204934224486351
219,0.3987237215042114
220,0.3124830424785614
221,0.31529688835144043
222,0.3925599753856659
223,0.31744641065597534
224,0.3918445110321045
225,0.2254147231578827
226,0.4215799570083618
227,0.35116466879844666
228,0.4553217589855194
229,0.45257341861724854
230,0.4145350456237793
231,0.30719277262687683
232,0.43519148230552673
233,0.2820778787136078
234,0.18163375556468964
235,0.2978806495666504
236,0.4345599114894867
237,0.3086134195327759
238,0.3474677503108978
239,0.402666300535202
240,0.31085124611854553
241,0.3614320158958435
242,0.4675222635269165
243,0.36688095331192017
244,0.5205047726631165
245,0.26163432002067566
246,0.2899770140647888
247,0.4110534191131592
248,0.28001001477241516
249,0.4622873067855835
