step,loss
0,0.6964688301086426
1,0.6950194835662842
2,0.6884715557098389
3,0.6778572797775269
4,0.7111533880233765
5,0.6868133544921875
6,0.7058495283126831
7,0.7044748067855835
8,0.6933188438415527
9,0.6984878778457642
10,0.7002401947975159
11,0.7040160298347473
12,0.6975961923599243
13,0.694916307926178
14,0.6874326467514038
15,0.7018365859985352
16,0.6971719264984131
17,0.6945025324821472
18,0.6904026865959167
19,0.6862195730209351
20,0.6903612017631531
21,0.7136362195014954
22,0.6924406886100769
23,0.6900509595870972
24,0.6925861239433289
25,0.6885603070259094
26,0.6907728910446167
27,0.6841145753860474
28,0.6823693513870239
29,0.6963412165641785
30,0.6918736100196838
31,0.68938809633255
32,0.6757895946502686
33,0.67363041639328
34,0.6913926005363464
35,0.6525239944458008
36,0.6340047121047974
37,0.6215624809265137
38,0.5918939113616943
39,0.6162129640579224
40,0.6755836009979248
41,0.46905970573425293
42,0.7709456086158752
43,0.6981232166290283
44,0.6046823859214783
45,0.8228354454040527
46,0.7644147276878357
47,0.6591284275054932
48,0.711453378200531
49,0.6729364991188049
50,0.6570761799812317
51,0.65617436170578
52,0.6714245080947876
53,0.6647996306419373
54,0.6628644466400146
55,0.6509078741073608
56,0.6702291369438171
57,0.6225711703300476
58,0.6455664038658142
59,0.6411380767822266
60,0.6156218647956848
61,0.6929301023483276
62,0.5967545509338379
63,0.5260889530181885
64,0.5563550591468811
65,0.5630702376365662
66,0.6627727746963501
67,0.6257994771003723
68,0.5338828563690186
69,0.5190771818161011
70,0.608768105506897
71,0.5071955919265747
72,0.44050249457359314
73,0.6475709080696106
74,0.42215338349342346
75,0.6897826194763184
76,0.5823962092399597
77,0.5457582473754883
78,0.5765992403030396
79,0.6983635425567627
80,0.5556148290634155
81,0.5117250084877014
82,0.6400893926620483
83,0.6276323795318604
84,0.5549212098121643
85,0.5397994518280029
86,0.5955572724342346
87,0.5997816324234009
88,0.5631237626075745
89,0.5703681707382202
90,0.6006910800933838
91,0.514677107334137
92,0.6046633720397949
93,0.5427979826927185
94,0.4464351236820221
95,0.38183021545410156
96,0.44581350684165955
